Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
North Carolina,US,35.6301,-79.8064,2/25/20,0,0,0
South Carolina,US,33.8569,-80.945,2/25/20,0,0,0
Tennessee,US,35.7478,-86.6923,2/25/20,0,0,0
Virginia,US,37.7693,-78.17,2/25/20,0,0,0
Arizona,US,33.7298,-111.4312,2/25/20,0,0,0
Indiana,US,39.8494,-86.2583,2/25/20,0,0,0
Kentucky,US,37.6681,-84.6701,2/25/20,0,0,0
District of Columbia,US,38.8974,-77.0268,2/25/20,0,0,0
Nevada,US,38.3135,-117.0554,2/25/20,0,0,0
New Hampshire,US,43.4525,-71.5639,2/25/20,0,0,0
Minnesota,US,45.6945,-93.9002,2/25/20,0,0,0
Nebraska,US,41.1254,-98.2681,2/25/20,0,0,0
Ohio,US,40.3888,-82.7649,2/25/20,0,0,0
Rhode Island,US,41.6809,-71.5118,2/25/20,0,0,0
Wisconsin,US,44.2685,-89.6165,2/25/20,0,0,0
Connecticut,US,41.5978,-72.7554,2/25/20,0,0,0
Hawaii,US,21.0943,-157.4983,2/25/20,0,0,0
Oklahoma,US,35.5653,-96.9289,2/25/20,0,0,0
Utah,US,40.15,-111.8624,2/25/20,0,0,0
,Burkina Faso,12.2383,-1.5616,2/25/20,0,0,0
,Holy See,41.9029,12.4534,2/25/20,0,0,0
,Mongolia,46.8625,103.8467,2/25/20,0,0,0
,Panama,8.538,-80.7821,2/25/20,0,0,0
Kansas,US,38.5266,-96.7265,2/25/20,0,0,0
Louisiana,US,31.1695,-91.8678,2/25/20,0,0,0
Missouri,US,38.4561,-92.2884,2/25/20,0,0,0
Vermont,US,44.0459,-72.7107,2/25/20,0,0,0
Alaska,US,61.3707,-152.4044,2/25/20,0,0,0
Arkansas,US,34.9697,-92.3731,2/25/20,0,0,0
Delaware,US,39.3185,-75.5071,2/25/20,0,0,0
Idaho,US,44.2405,-114.4788,2/25/20,0,0,0
Maine,US,44.6939,-69.3819,2/25/20,0,0,0
Michigan,US,43.3266,-84.5361,2/25/20,0,0,0
Mississippi,US,32.7416,-89.6787,2/25/20,0,0,0
Montana,US,46.9219,-110.4544,2/25/20,0,0,0
New Mexico,US,34.8405,-106.2485,2/25/20,0,0,0
North Dakota,US,47.5289,-99.784,2/25/20,0,0,0
South Dakota,US,44.2998,-99.4388,2/25/20,0,0,0
West Virginia,US,38.4912,-80.9545,2/25/20,0,0,0
Wyoming,US,42.756,-107.3025,2/25/20,0,0,0
Hubei,China,30.9756,112.2707,2/25/20,64786,2563,18971
,Iran,32,53,2/25/20,95,16,0
,South Korea,36,128,2/25/20,977,10,22
France,France,46.2276,2.2137,2/25/20,14,1,11
Guangdong,China,23.3417,113.4244,2/25/20,1347,7,822
Henan,China,33.882,113.614,2/25/20,1271,19,1002
Zhejiang,China,29.1832,120.0934,2/25/20,1205,1,808
Hunan,China,27.6104,111.7088,2/25/20,1016,4,768
Anhui,China,31.8257,117.2264,2/25/20,989,6,712
Jiangxi,China,27.614,115.7221,2/25/20,934,1,683
Shandong,China,36.3427,118.1498,2/25/20,756,6,355
Diamond Princess,Cruise Ship,35.4437,139.638,2/25/20,691,3,0
Jiangsu,China,32.9711,119.455,2/25/20,631,0,458
Chongqing,China,30.0572,107.874,2/25/20,576,6,372
Sichuan,China,30.6171,102.7103,2/25/20,529,3,289
Heilongjiang,China,47.862,127.7615,2/25/20,480,12,243
Denmark,Denmark,56.2639,9.5018,2/25/20,0,0,0
Beijing,China,40.1824,116.4142,2/25/20,400,4,215
Shanghai,China,31.202,121.4491,2/25/20,336,3,268
Hebei,China,39.549,116.1306,2/25/20,311,6,248
Fujian,China,26.0789,117.9874,2/25/20,294,1,199
Guangxi,China,23.8298,108.7881,2/25/20,252,2,134
Shaanxi,China,35.1917,108.8701,2/25/20,245,1,186
Yunnan,China,24.974,101.487,2/25/20,174,2,129
Hainan,China,19.1959,109.7453,2/25/20,168,5,124
Guizhou,China,26.8154,106.8748,2/25/20,146,2,104
Tianjin,China,39.3054,117.323,2/25/20,135,3,91
Shanxi,China,37.5777,112.2922,2/25/20,133,0,98
Gansu,China,37.8099,101.0583,2/25/20,91,2,80
Hong Kong,China,22.3,114.2,2/25/20,84,2,19
Liaoning,China,41.2956,122.6085,2/25/20,121,1,83
Jilin,China,43.6661,126.1923,2/25/20,93,1,63
,Czechia,49.8175,15.473,2/25/20,0,0,0
Xinjiang,China,41.1129,85.2401,2/25/20,76,2,30
Inner Mongolia,China,44.0935,113.9448,2/25/20,75,0,35
Ningxia,China,37.2692,106.1655,2/25/20,71,0,61
,Taiwan*,23.7,121,2/25/20,31,1,5
,Vietnam,16,108,2/25/20,16,0,16
,Russia,60,90,2/25/20,2,0,2
Qinghai,China,35.7452,95.9956,2/25/20,18,0,18
Macau,China,22.1667,113.55,2/25/20,10,0,7
,Moldova,47.4116,28.3699,2/25/20,0,0,0
,Bolivia,-16.2902,-63.5887,2/25/20,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,2/25/20,0,0,0
St Martin,France,18.0708,-63.0501,2/25/20,0,0,0
,Honduras,15.2,-86.2419,2/25/20,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,2/25/20,0,0,0
New Brunswick,Canada,46.5653,-66.4619,2/25/20,0,0,0
Tibet,China,31.6927,88.0924,2/25/20,1,0,1
,Congo (Kinshasa),-4.0383,21.7587,2/25/20,0,0,0
,Cote d'Ivoire,7.54,-5.5471,2/25/20,0,0,0
Saint Barthelemy,France,17.9,-62.8333,2/25/20,0,0,0
,Jamaica,18.1096,-77.2975,2/25/20,0,0,0
,Turkey,38.9637,35.2433,2/25/20,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,2/25/20,0,0,0
,Cuba,22,-80,2/25/20,0,0,0
,Guyana,5,-58.75,2/25/20,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/25/20,0,0,0
United Kingdom,United Kingdom,55.3781,-3.436,2/25/20,13,0,8
,Kazakhstan,48.0196,66.9237,2/25/20,0,0,0
French Polynesia,France,-17.6797,149.4068,2/25/20,0,0,0
Manitoba,Canada,53.7609,-98.8139,2/25/20,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/25/20,0,0,0
,Ethiopia,9.145,40.4897,2/25/20,0,0,0
,Sudan,12.8628,30.2176,2/25/20,0,0,0
,Guinea,9.9456,-9.6966,2/25/20,0,0,0
Grand Princess,Canada,37.6489,-122.6655,2/25/20,0,0,0
,Kenya,-0.0236,37.9062,2/25/20,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/25/20,0,0,0
Alabama,US,32.3182,-86.9023,2/25/20,0,0,0
,Uruguay,-32.5228,-55.7658,2/25/20,0,0,0
,Ghana,7.9465,-1.0232,2/25/20,0,0,0
Puerto Rico,US,18.2208,-66.5901,2/25/20,0,0,0
,Namibia,-22.9576,18.4904,2/25/20,0,0,0
,Seychelles,-4.6796,55.492,2/25/20,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,2/25/20,0,0,0
,Venezuela,6.4238,-66.5897,2/25/20,0,0,0
,Eswatini,-26.5225,31.4659,2/25/20,0,0,0
,Gabon,-0.8037,11.6094,2/25/20,0,0,0
,Guatemala,15.7835,-90.2308,2/25/20,0,0,0
,Mauritania,21.0079,10.9408,2/25/20,0,0,0
,Rwanda,-1.9403,29.8739,2/25/20,0,0,0
,Saint Lucia,13.9094,-60.9789,2/25/20,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2/25/20,0,0,0
,Suriname,3.9193,-56.0278,2/25/20,0,0,0
French Guiana,France,3.9339,-53.1258,2/25/20,0,0,0
Guam,US,13.4443,144.7937,2/25/20,0,0,0
,Kosovo,42.6026,20.903,2/25/20,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/25/20,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,2/25/20,0,0,0
,Central African Republic,6.6111,20.9394,2/25/20,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,2/25/20,0,0,0
,Equatorial Guinea,1.5,10,2/25/20,0,0,0
Mayotte,France,-12.8275,45.1662,2/25/20,0,0,0
,Uzbekistan,41.3775,64.5853,2/25/20,0,0,0
Netherlands,Netherlands,52.1326,5.2913,2/25/20,0,0,0
Nova Scotia,Canada,44.682,-63.7443,2/25/20,0,0,0
Guadeloupe,France,16.25,-61.5833,2/25/20,0,0,0
,Benin,9.3077,2.3158,2/25/20,0,0,0
,Liberia,6.4281,-9.4295,2/25/20,0,0,0
Curacao,Netherlands,12.1696,-68.99,2/25/20,0,0,0
,Somalia,5.1521,46.1996,2/25/20,0,0,0
,Tanzania,-6.369,34.8888,2/25/20,0,0,0
Virgin Islands,US,18.3358,-64.8963,2/25/20,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,2/25/20,0,0,0
Reunion,France,-21.1351,55.2471,2/25/20,0,0,0
,Barbados,13.1939,-59.5432,2/25/20,0,0,0
,Montenegro,42.5,19.3,2/25/20,0,0,0
,Kyrgyzstan,41.2044,74.7661,2/25/20,0,0,0
,Mauritius,-20.2,57.5,2/25/20,0,0,0
Aruba,Netherlands,12.5186,-70.0358,2/25/20,0,0,0
,Zambia,-15.4167,28.2833,2/25/20,0,0,0
,Djibouti,11.8251,42.5903,2/25/20,0,0,0
,"Gambia, The",13.4432,-15.3101,2/25/20,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,2/25/20,0,0,0
,"Bahamas, The",25.0343,-77.3963,2/25/20,0,0,0
Greenland,Denmark,71.7069,-42.6043,2/25/20,0,0,0
New Caledonia,France,-20.9043,165.618,2/25/20,0,0,0
Bermuda,United Kingdom,32.3078,-64.7505,2/25/20,0,0,0
,Chad,15.4542,18.7322,2/25/20,0,0,0
,El Salvador,13.7942,-88.8965,2/25/20,0,0,0
,Fiji,-17.7134,178.065,2/25/20,0,0,0
,Nicaragua,12.8654,-85.2072,2/25/20,0,0,0
,Madagascar,-18.7669,46.8691,2/25/20,0,0,0
,Haiti,18.9712,-72.2852,2/25/20,0,0,0
,Angola,-11.2027,17.8739,2/25/20,0,0,0
,Cabo Verde,16.5388,-23.0418,2/25/20,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,2/25/20,0,0,0
,Niger,17.6078,8.0817,2/25/20,0,0,0
,Papua New Guinea,-6.315,143.9555,2/25/20,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,2/25/20,0,0,0
,Zimbabwe,-20,30,2/25/20,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,2/25/20,0,0,0
,Cape Verde,15.1111,-23.6167,2/25/20,0,0,0
,East Timor,-8.55,125.56,2/25/20,0,0,0
,Eritrea,15.1794,39.7823,2/25/20,0,0,0
,Uganda,1,32,2/25/20,0,0,0
,Dominica,15.415,-61.371,2/25/20,0,0,0
,Grenada,12.1165,-61.679,2/25/20,0,0,0
,Mozambique,-18.6657,35.5296,2/25/20,0,0,0
,Syria,34.8021,38.9968,2/25/20,0,0,0
,Timor-Leste,-8.8742,125.7275,2/25/20,0,0,0
,Guadeloupe,16.265,-61.551,2/25/20,0,0,0
,Reunion,-21.1151,55.5364,2/25/20,0,0,0
,French Guiana,3.9339,-53.1258,2/25/20,0,0,0
,Mayotte,-12.8275,45.1662,2/25/20,0,0,0
United States Virgin Islands,US,18.3358,-64.8963,2/25/20,0,0,0
US,US,37.0902,-95.7129,2/25/20,0,0,0
,Greenland,72,-40,2/25/20,0,0,0
,Guam,13.4443,144.7937,2/25/20,0,0,0
,Guernsey,49.45,-2.58,2/25/20,0,0,0
,Jersey,49.19,-2.11,2/25/20,0,0,0
,Puerto Rico,18.2,-66.5,2/25/20,0,0,0
,Republic of the Congo,-1.44,15.556,2/25/20,0,0,0
,The Bahamas,24.25,-76,2/25/20,0,0,0
,The Gambia,13.4667,-16.6,2/25/20,0,0,0
,Thailand,15,101,2/26/20,40,0,22
,Japan,36,138,2/26/20,189,2,22
,Singapore,1.2833,103.8333,2/26/20,93,0,62
,Nepal,28.1667,84.25,2/26/20,1,0,1
,Malaysia,2.5,112.5,2/26/20,22,0,18
British Columbia,Canada,49.2827,-123.1207,2/26/20,7,0,0
New South Wales,Australia,-33.8688,151.2093,2/26/20,4,0,4
Victoria,Australia,-37.8136,144.9631,2/26/20,4,0,4
Queensland,Australia,-28.0167,153.4,2/26/20,5,0,1
,Cambodia,11.55,104.9167,2/26/20,1,0,1
,Sri Lanka,7,81,2/26/20,1,0,1
,Germany,51,9,2/26/20,27,0,15
,Finland,64,26,2/26/20,2,0,1
,United Arab Emirates,24,54,2/26/20,13,0,4
,Philippines,13,122,2/26/20,3,1,1
,India,21,78,2/26/20,3,0,3
,Italy,43,12,2/26/20,453,12,3
,Sweden,63,16,2/26/20,2,0,0
,Spain,40,-4,2/26/20,13,0,2
South Australia,Australia,-34.9285,138.6007,2/26/20,2,0,2
,Belgium,50.8333,4,2/26/20,1,0,1
,Egypt,26,30,2/26/20,1,0,0
From Diamond Princess,Australia,35.4437,139.638,2/26/20,7,0,0
,Lebanon,33.8547,35.8623,2/26/20,2,0,0
,Iraq,33,44,2/26/20,5,0,0
,Oman,21,57,2/26/20,4,0,0
,Afghanistan,33,65,2/26/20,1,0,0
,Bahrain,26.0275,50.55,2/26/20,33,0,0
,Kuwait,29.5,47.75,2/26/20,26,0,0
,Algeria,28.0339,1.6596,2/26/20,1,0,0
,Croatia,45.1,15.2,2/26/20,3,0,0
,Switzerland,46.8182,8.2275,2/26/20,1,0,0
,Austria,47.5162,14.5501,2/26/20,2,0,0
,Israel,31,35,2/26/20,2,0,0
,Pakistan,30.3753,69.3451,2/26/20,2,0,0
,Brazil,-14.235,-51.9253,2/26/20,1,0,0
,Georgia,42.3154,43.3569,2/26/20,1,0,0
,Greece,39.0742,21.8243,2/26/20,1,0,0
,North Macedonia,41.6086,21.7453,2/26/20,1,0,0
,Norway,60.472,8.4689,2/26/20,1,0,0
,Romania,45.9432,24.9668,2/26/20,1,0,0
,Estonia,58.5953,25.0136,2/26/20,0,0,0
,San Marino,43.9424,12.4578,2/26/20,0,0,0
,Belarus,53.7098,27.9534,2/26/20,0,0,0
,Iceland,64.9631,-19.0208,2/26/20,0,0,0
,Lithuania,55.1694,23.8813,2/26/20,0,0,0
,Mexico,23.6345,-102.5528,2/26/20,0,0,0
,New Zealand,-40.9006,174.886,2/26/20,0,0,0
,Nigeria,9.082,8.6753,2/26/20,0,0,0
Western Australia,Australia,-31.9505,115.8605,2/26/20,0,0,0
,Ireland,53.1424,-7.6921,2/26/20,0,0,0
,Luxembourg,49.8153,6.1296,2/26/20,0,0,0
,Monaco,43.7333,7.4167,2/26/20,0,0,0
,Qatar,25.3548,51.1839,2/26/20,0,0,0
,Ecuador,-1.8312,-78.1834,2/26/20,0,0,0
,Azerbaijan,40.1431,47.5769,2/26/20,0,0,0
,Armenia,40.0691,45.0382,2/26/20,0,0,0
,Dominican Republic,18.7357,-70.1627,2/26/20,0,0,0
,Indonesia,-0.7893,113.9213,2/26/20,0,0,0
,Portugal,39.3999,-8.2245,2/26/20,0,0,0
,Andorra,42.5063,1.5218,2/26/20,0,0,0
Tasmania,Australia,-41.4545,145.9707,2/26/20,0,0,0
,Latvia,56.8796,24.6032,2/26/20,0,0,0
,Morocco,31.7917,-7.0926,2/26/20,0,0,0
,Saudi Arabia,24,45,2/26/20,0,0,0
,Senegal,14.4974,-14.4524,2/26/20,0,0,0
,Argentina,-38.4161,-63.6167,2/26/20,0,0,0
,Chile,-35.6751,-71.543,2/26/20,0,0,0
,Jordan,31.24,36.51,2/26/20,0,0,0
,Ukraine,48.3794,31.1656,2/26/20,0,0,0
,Hungary,47.1625,19.5033,2/26/20,0,0,0
Northern Territory,Australia,-12.4634,130.8456,2/26/20,0,0,0
,Liechtenstein,47.14,9.55,2/26/20,0,0,0
,Poland,51.9194,19.1451,2/26/20,0,0,0
,Tunisia,34,9,2/26/20,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,2/26/20,0,0,0
,Slovenia,46.1512,14.9955,2/26/20,0,0,0
,South Africa,-30.5595,22.9375,2/26/20,0,0,0
,Bhutan,27.5142,90.4336,2/26/20,0,0,0
,Cameroon,3.848,11.5021,2/26/20,0,0,0
,Colombia,4.5709,-74.2973,2/26/20,0,0,0
,Costa Rica,9.7489,-83.7534,2/26/20,0,0,0
,Peru,-9.19,-75.0152,2/26/20,0,0,0
,Serbia,44.0165,21.0059,2/26/20,0,0,0
,Slovakia,48.669,19.699,2/26/20,0,0,0
,Togo,8.6195,0.8248,2/26/20,0,0,0
,Malta,35.9375,14.3754,2/26/20,0,0,0
,Martinique,14.6415,-61.0242,2/26/20,0,0,0
,Bulgaria,42.7339,25.4858,2/26/20,0,0,0
,Maldives,3.2028,73.2207,2/26/20,0,0,0
,Bangladesh,23.685,90.3563,2/26/20,0,0,0
,Paraguay,-23.4425,-58.4438,2/26/20,0,0,0
Ontario,Canada,51.2538,-85.3232,2/26/20,4,0,3
Alberta,Canada,53.9333,-116.5765,2/26/20,0,0,0
Quebec,Canada,52.9399,-73.5491,2/26/20,0,0,0
,Albania,41.1533,20.1683,2/26/20,0,0,0
,Cyprus,35.1264,33.4299,2/26/20,0,0,0
,Brunei,4.5353,114.7277,2/26/20,0,0,0
Washington,US,47.4009,-121.4905,2/26/20,0,0,0
New York,US,42.1657,-74.9481,2/26/20,0,0,0
California,US,36.1162,-119.6816,2/26/20,0,0,0
Massachusetts,US,42.2302,-71.5301,2/26/20,0,0,0
Diamond Princess,US,35.4437,139.638,2/26/20,42,0,0
Grand Princess,US,37.6489,-122.6655,2/26/20,0,0,0
Georgia,US,33.0406,-83.6431,2/26/20,0,0,0
Colorado,US,39.0598,-105.3111,2/26/20,0,0,0
Florida,US,27.7663,-81.6868,2/26/20,0,0,0
New Jersey,US,40.2989,-74.521,2/26/20,0,0,0
Oregon,US,44.572,-122.0709,2/26/20,0,0,0
Texas,US,31.0545,-97.5635,2/26/20,0,0,0
Illinois,US,40.3495,-88.9861,2/26/20,0,0,0
Pennsylvania,US,40.5908,-77.2098,2/26/20,0,0,0
Iowa,US,42.0115,-93.2105,2/26/20,0,0,0
Maryland,US,39.0639,-76.8021,2/26/20,0,0,0
North Carolina,US,35.6301,-79.8064,2/26/20,0,0,0
South Carolina,US,33.8569,-80.945,2/26/20,0,0,0
Tennessee,US,35.7478,-86.6923,2/26/20,0,0,0
Virginia,US,37.7693,-78.17,2/26/20,0,0,0
Arizona,US,33.7298,-111.4312,2/26/20,0,0,0
Indiana,US,39.8494,-86.2583,2/26/20,0,0,0
Kentucky,US,37.6681,-84.6701,2/26/20,0,0,0
District of Columbia,US,38.8974,-77.0268,2/26/20,0,0,0
Nevada,US,38.3135,-117.0554,2/26/20,0,0,0
New Hampshire,US,43.4525,-71.5639,2/26/20,0,0,0
Minnesota,US,45.6945,-93.9002,2/26/20,0,0,0
Nebraska,US,41.1254,-98.2681,2/26/20,0,0,0
Ohio,US,40.3888,-82.7649,2/26/20,0,0,0
Rhode Island,US,41.6809,-71.5118,2/26/20,0,0,0
Wisconsin,US,44.2685,-89.6165,2/26/20,0,0,0
Connecticut,US,41.5978,-72.7554,2/26/20,0,0,0
Hawaii,US,21.0943,-157.4983,2/26/20,0,0,0
Oklahoma,US,35.5653,-96.9289,2/26/20,0,0,0
Utah,US,40.15,-111.8624,2/26/20,0,0,0
,Burkina Faso,12.2383,-1.5616,2/26/20,0,0,0
,Holy See,41.9029,12.4534,2/26/20,0,0,0
,Mongolia,46.8625,103.8467,2/26/20,0,0,0
,Panama,8.538,-80.7821,2/26/20,0,0,0
Kansas,US,38.5266,-96.7265,2/26/20,0,0,0
Louisiana,US,31.1695,-91.8678,2/26/20,0,0,0
Missouri,US,38.4561,-92.2884,2/26/20,0,0,0
Vermont,US,44.0459,-72.7107,2/26/20,0,0,0
Alaska,US,61.3707,-152.4044,2/26/20,0,0,0
Arkansas,US,34.9697,-92.3731,2/26/20,0,0,0
Delaware,US,39.3185,-75.5071,2/26/20,0,0,0
Idaho,US,44.2405,-114.4788,2/26/20,0,0,0
Maine,US,44.6939,-69.3819,2/26/20,0,0,0
Michigan,US,43.3266,-84.5361,2/26/20,0,0,0
Mississippi,US,32.7416,-89.6787,2/26/20,0,0,0
Montana,US,46.9219,-110.4544,2/26/20,0,0,0
New Mexico,US,34.8405,-106.2485,2/26/20,0,0,0
North Dakota,US,47.5289,-99.784,2/26/20,0,0,0
South Dakota,US,44.2998,-99.4388,2/26/20,0,0,0
West Virginia,US,38.4912,-80.9545,2/26/20,0,0,0
Wyoming,US,42.756,-107.3025,2/26/20,0,0,0
Hubei,China,30.9756,112.2707,2/26/20,65187,2615,20969
,Iran,32,53,2/26/20,139,19,49
,South Korea,36,128,2/26/20,1261,12,22
France,France,46.2276,2.2137,2/26/20,18,2,11
Guangdong,China,23.3417,113.4244,2/26/20,1347,7,851
Henan,China,33.882,113.614,2/26/20,1271,19,1033
Zhejiang,China,29.1832,120.0934,2/26/20,1205,1,867
Hunan,China,27.6104,111.7088,2/26/20,1016,4,783
Anhui,China,31.8257,117.2264,2/26/20,989,6,744
Jiangxi,China,27.614,115.7221,2/26/20,934,1,719
Shandong,China,36.3427,118.1498,2/26/20,756,6,377
Diamond Princess,Cruise Ship,35.4437,139.638,2/26/20,705,4,10
Jiangsu,China,32.9711,119.455,2/26/20,631,0,478
Chongqing,China,30.0572,107.874,2/26/20,576,6,384
Sichuan,China,30.6171,102.7103,2/26/20,531,3,307
Heilongjiang,China,47.862,127.7615,2/26/20,480,12,249
Denmark,Denmark,56.2639,9.5018,2/26/20,0,0,0
Beijing,China,40.1824,116.4142,2/26/20,400,4,235
Shanghai,China,31.202,121.4491,2/26/20,337,3,272
Hebei,China,39.549,116.1306,2/26/20,312,6,261
Fujian,China,26.0789,117.9874,2/26/20,294,1,218
Guangxi,China,23.8298,108.7881,2/26/20,252,2,147
Shaanxi,China,35.1917,108.8701,2/26/20,245,1,192
Yunnan,China,24.974,101.487,2/26/20,174,2,144
Hainan,China,19.1959,109.7453,2/26/20,168,5,129
Guizhou,China,26.8154,106.8748,2/26/20,146,2,104
Tianjin,China,39.3054,117.323,2/26/20,135,3,96
Shanxi,China,37.5777,112.2922,2/26/20,133,0,104
Gansu,China,37.8099,101.0583,2/26/20,91,2,81
Hong Kong,China,22.3,114.2,2/26/20,91,2,24
Liaoning,China,41.2956,122.6085,2/26/20,121,1,88
Jilin,China,43.6661,126.1923,2/26/20,93,1,65
,Czechia,49.8175,15.473,2/26/20,0,0,0
Xinjiang,China,41.1129,85.2401,2/26/20,76,2,34
Inner Mongolia,China,44.0935,113.9448,2/26/20,75,0,38
Ningxia,China,37.2692,106.1655,2/26/20,71,0,65
,Taiwan*,23.7,121,2/26/20,32,1,5
,Vietnam,16,108,2/26/20,16,0,16
,Russia,60,90,2/26/20,2,0,2
Qinghai,China,35.7452,95.9956,2/26/20,18,0,18
Macau,China,22.1667,113.55,2/26/20,10,0,7
,Moldova,47.4116,28.3699,2/26/20,0,0,0
,Bolivia,-16.2902,-63.5887,2/26/20,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,2/26/20,0,0,0
St Martin,France,18.0708,-63.0501,2/26/20,0,0,0
,Honduras,15.2,-86.2419,2/26/20,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,2/26/20,0,0,0
New Brunswick,Canada,46.5653,-66.4619,2/26/20,0,0,0
Tibet,China,31.6927,88.0924,2/26/20,1,0,1
,Congo (Kinshasa),-4.0383,21.7587,2/26/20,0,0,0
,Cote d'Ivoire,7.54,-5.5471,2/26/20,0,0,0
Saint Barthelemy,France,17.9,-62.8333,2/26/20,0,0,0
,Jamaica,18.1096,-77.2975,2/26/20,0,0,0
,Turkey,38.9637,35.2433,2/26/20,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,2/26/20,0,0,0
,Cuba,22,-80,2/26/20,0,0,0
,Guyana,5,-58.75,2/26/20,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/26/20,0,0,0
United Kingdom,United Kingdom,55.3781,-3.436,2/26/20,13,0,8
,Kazakhstan,48.0196,66.9237,2/26/20,0,0,0
French Polynesia,France,-17.6797,149.4068,2/26/20,0,0,0
Manitoba,Canada,53.7609,-98.8139,2/26/20,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/26/20,0,0,0
,Ethiopia,9.145,40.4897,2/26/20,0,0,0
,Sudan,12.8628,30.2176,2/26/20,0,0,0
,Guinea,9.9456,-9.6966,2/26/20,0,0,0
Grand Princess,Canada,37.6489,-122.6655,2/26/20,0,0,0
,Kenya,-0.0236,37.9062,2/26/20,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/26/20,0,0,0
Alabama,US,32.3182,-86.9023,2/26/20,0,0,0
,Uruguay,-32.5228,-55.7658,2/26/20,0,0,0
,Ghana,7.9465,-1.0232,2/26/20,0,0,0
Puerto Rico,US,18.2208,-66.5901,2/26/20,0,0,0
,Namibia,-22.9576,18.4904,2/26/20,0,0,0
,Seychelles,-4.6796,55.492,2/26/20,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,2/26/20,0,0,0
,Venezuela,6.4238,-66.5897,2/26/20,0,0,0
,Eswatini,-26.5225,31.4659,2/26/20,0,0,0
,Gabon,-0.8037,11.6094,2/26/20,0,0,0
,Guatemala,15.7835,-90.2308,2/26/20,0,0,0
,Mauritania,21.0079,10.9408,2/26/20,0,0,0
,Rwanda,-1.9403,29.8739,2/26/20,0,0,0
,Saint Lucia,13.9094,-60.9789,2/26/20,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2/26/20,0,0,0
,Suriname,3.9193,-56.0278,2/26/20,0,0,0
French Guiana,France,3.9339,-53.1258,2/26/20,0,0,0
Guam,US,13.4443,144.7937,2/26/20,0,0,0
,Kosovo,42.6026,20.903,2/26/20,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/26/20,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,2/26/20,0,0,0
,Central African Republic,6.6111,20.9394,2/26/20,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,2/26/20,0,0,0
,Equatorial Guinea,1.5,10,2/26/20,0,0,0
Mayotte,France,-12.8275,45.1662,2/26/20,0,0,0
,Uzbekistan,41.3775,64.5853,2/26/20,0,0,0
Netherlands,Netherlands,52.1326,5.2913,2/26/20,0,0,0
Nova Scotia,Canada,44.682,-63.7443,2/26/20,0,0,0
Guadeloupe,France,16.25,-61.5833,2/26/20,0,0,0
,Benin,9.3077,2.3158,2/26/20,0,0,0
,Liberia,6.4281,-9.4295,2/26/20,0,0,0
Curacao,Netherlands,12.1696,-68.99,2/26/20,0,0,0
,Somalia,5.1521,46.1996,2/26/20,0,0,0
,Tanzania,-6.369,34.8888,2/26/20,0,0,0
Virgin Islands,US,18.3358,-64.8963,2/26/20,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,2/26/20,0,0,0
Reunion,France,-21.1351,55.2471,2/26/20,0,0,0
,Barbados,13.1939,-59.5432,2/26/20,0,0,0
,Montenegro,42.5,19.3,2/26/20,0,0,0
,Kyrgyzstan,41.2044,74.7661,2/26/20,0,0,0
,Mauritius,-20.2,57.5,2/26/20,0,0,0
Aruba,Netherlands,12.5186,-70.0358,2/26/20,0,0,0
,Zambia,-15.4167,28.2833,2/26/20,0,0,0
,Djibouti,11.8251,42.5903,2/26/20,0,0,0
,"Gambia, The",13.4432,-15.3101,2/26/20,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,2/26/20,0,0,0
,"Bahamas, The",25.0343,-77.3963,2/26/20,0,0,0
Greenland,Denmark,71.7069,-42.6043,2/26/20,0,0,0
